,Player,Team,Age,Restricted Area_FGM,Restricted Area_FGA,Restricted Area_FG%,In The Paint (Non-RA)_FGM,In The Paint (Non-RA)_FGA,In The Paint (Non-RA)_FG%,Mid-Range_FGM,Mid-Range_FGA,Mid-Range_FG%,Left Corner 3._FGM,Left Corner 3._FGA,Left Corner 3._FG%,Right Corner 3._FGM,Right Corner 3._FGA,Right Corner 3._FG%,Corner 3_FGM,Corner 3_FGA,Corner 3_FG%,Above the Break 3._FGM,Above the Break 3._FGA,Above the Break 3._FG%
0,A.J. Lawson,DAL,22,0.8,1.3,58.8,0.2,0.2,100,0.0,0.0,0.0,0.3,1.0,25.0,0.1,0.9,16.7,0.3,1.4,21.4,0.5,0.7,63.6
1,AJ Green,MIL,23,0.1,0.2,50.0,0.1,0.1,66.7,0.1,0.3,36.4,0.0,0.4,12.5,0.3,0.6,57.1,0.3,0.8,40.9,1.0,2.4,42.2
2,AJ Griffin,ATL,19,0.6,0.9,66.2,1.0,1.9,51.8,0.4,1.0,44.9,0.3,0.7,42.0,0.2,0.4,37.0,0.4,1.1,40.3,1.0,2.5,38.5
3,Aaron Gordon,DEN,27,4.7,6.4,73.4,0.5,1.4,37.8,0.2,0.8,24.6,0.1,0.4,20.0,0.1,0.4,30.8,0.2,0.8,25.0,0.7,1.7,40.7
4,Aaron Holiday,ATL,26,0.5,0.9,57.4,0.3,0.9,29.1,0.2,0.4,39.1,0.1,0.1,42.9,0.0,0.2,11.1,0.1,0.3,25.0,0.5,1.1,44.4
5,Aaron Nesmith,IND,23,1.3,2.3,58.3,0.3,0.9,32.8,0.2,0.6,40.9,0.3,0.8,34.4,0.5,1.2,39.8,0.7,2.0,37.5,0.8,2.3,35.9
6,Aaron Wiggins,OKC,24,1.7,2.5,67.3,0.3,1.0,33.8,0.0,0.0,0.0,0.2,0.7,28.6,0.1,0.3,37.5,0.3,0.9,31.0,0.4,0.9,47.6
7,Admiral Schofield,ORL,26,0.7,1.0,69.4,0.2,0.3,54.5,0.0,0.0,0.0,0.1,0.5,28.6,0.2,0.4,50.0,0.3,0.9,38.5,0.4,1.3,29.2
8,Al Horford,BOS,36,0.8,1.2,65.4,0.5,0.9,50.9,0.1,0.3,20.0,0.3,0.8,38.5,0.7,1.2,56.8,1.0,2.0,49.2,1.3,3.1,41.4
9,Alec Burks,DET,31,0.5,0.9,58.3,0.7,1.7,41.9,0.7,1.7,43.7,0.3,0.6,40.6,0.3,0.5,59.1,0.5,1.1,48.1,1.4,3.6,39.1
10,Aleksej Pokusevski,OKC,21,1.6,2.7,60.4,0.4,1.2,30.0,0.1,0.4,21.4,0.3,0.6,42.9,0.1,0.3,30.0,0.4,0.9,38.7,0.8,2.1,35.6
11,Alex Caruso,CHI,29,1.0,1.4,70.3,0.1,0.4,20.0,0.1,0.2,40.0,0.2,0.5,46.9,0.2,0.7,34.9,0.5,1.1,40.0,0.4,1.1,32.0
12,Alex Len,SAC,29,0.6,0.8,70.0,0.0,0.2,20.0,0.0,0.1,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
13,Alize Johnson,SAS,26,0.8,1.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
14,Alondes Williams,BKN,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0
15,Alperen Sengun,HOU,20,3.6,5.4,67.2,1.9,4.1,45.6,0.2,0.4,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,35.2
16,Amir Coffey,LAC,25,0.5,0.8,56.8,0.4,1.0,37.0,0.2,0.5,31.8,0.1,0.3,18.2,0.1,0.3,30.0,0.1,0.6,23.8,0.1,0.4,33.3
17,Andre Drummond,CHI,29,2.2,3.4,65.5,0.3,0.7,40.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Andre Iguodala,GSW,39,0.6,0.6,100.0,0.1,0.1,100,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.1,0.9,14.3
19,Andrew Nembhard,IND,23,1.2,1.8,67.4,0.8,2.0,41.2,0.5,1.3,41.7,0.2,0.4,38.7,0.2,0.6,35.7,0.4,1.0,37.0,0.9,2.5,34.4
20,Andrew Wiggins,GSW,28,2.0,2.7,72.3,1.4,3.2,44.1,1.0,2.3,42.4,0.3,0.8,35.7,0.2,0.5,35.0,0.5,1.3,35.4,1.9,4.8,40.7
21,Anfernee Simons,POR,23,2.0,3.2,64.1,1.0,2.3,43.4,1.0,2.3,46.4,0.2,0.7,34.9,0.2,0.4,41.7,0.4,1.1,37.3,3.0,8.0,37.9
22,Anthony Davis,LAL,30,5.6,7.4,76.2,2.3,5.0,46.2,1.4,3.5,40.6,0.0,0.1,40.0,0.0,0.1,33.3,0.1,0.2,36.4,0.3,1.1,23.8
23,Anthony Edwards,MIN,21,4.2,6.5,63.9,1.0,2.7,36.9,1.1,2.9,36.8,0.2,0.4,45.7,0.1,0.3,40.0,0.3,0.8,43.3,2.4,6.5,36.3
24,Anthony Gill,WAS,30,0.8,1.1,79.0,0.3,0.7,42.1,0.0,0.1,66.7,0.1,0.3,25.0,0.0,0.2,0.0,0.1,0.4,15.8,0.0,0.2,10.0
25,Anthony Lamb,GSW,25,0.8,1.0,79.0,0.4,0.7,52.3,0.0,0.1,33.3,0.2,0.7,35.9,0.2,0.6,34.4,0.4,1.2,35.2,0.8,2.0,38.1
26,Austin Reaves,LAL,24,1.4,1.8,79.6,0.9,1.7,55.7,0.4,0.9,43.6,0.1,0.4,25.0,0.2,0.5,43.8,0.3,0.9,35.0,1.0,2.4,42.2
27,Austin Rivers,MIN,30,0.7,1.1,63.2,0.2,0.5,44.0,0.0,0.1,16.7,0.4,1.1,39.6,0.3,0.8,44.4,0.7,1.7,41.7,0.2,0.7,21.6
28,Ayo Dosunmu,CHI,23,2.2,3.2,66.4,0.4,0.8,43.9,0.3,0.7,37.5,0.2,0.5,31.7,0.2,0.6,33.3,0.4,1.1,32.6,0.4,1.3,30.0
29,Bam Adebayo,MIA,25,3.6,5.3,67.9,3.7,7.6,48.9,0.7,1.8,38.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,9.1
30,Ben Simmons,BKN,26,2.0,3.0,68.8,1.0,2.3,44.3,0.1,0.3,36.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Bennedict Mathurin,IND,20,2.7,4.5,59.6,0.9,2.6,34.6,0.4,1.1,39.1,0.1,0.4,27.3,0.2,0.4,38.7,0.3,0.8,32.8,1.0,3.1,32.8
32,Bismack Biyombo,PHX,30,1.3,1.8,74.8,0.7,1.6,40.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Blake Griffin,BOS,34,0.9,1.2,68.6,0.1,0.3,41.7,0.0,0.0,0.0,0.2,0.5,37.5,0.1,0.2,28.6,0.2,0.6,34.8,0.4,1.0,34.9
34,Blake Wesley,SAS,20,0.9,2.1,43.4,0.2,1.3,14.9,0.2,1.1,22.5,0.1,0.2,42.9,0.1,0.2,57.1,0.2,0.4,50.0,0.4,1.0,35.1
35,Boban Marjanovic,HOU,34,0.8,1.1,75.0,0.5,0.8,61.5,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Bobby Portis,MIL,28,1.9,3.0,64.3,1.4,2.5,53.4,1.0,2.3,45.9,0.2,0.6,33.3,0.2,0.7,22.0,0.4,1.3,27.2,1.0,2.3,42.9
37,Bogdan Bogdanovic,ATL,30,0.8,1.3,60.6,0.8,1.6,51.2,0.8,1.8,42.3,0.2,0.7,28.9,0.4,0.8,50.0,0.6,1.5,40.2,2.1,5.1,40.8
38,Bojan Bogdanovic,DET,33,1.8,2.8,66.1,1.6,3.3,48.5,1.4,2.9,48.5,0.5,0.8,56.3,0.3,1.0,30.5,0.8,1.8,42.1,1.7,4.2,40.4
39,Bol Bol,ORL,23,2.2,2.6,83.2,0.7,1.5,48.1,0.4,1.1,36.0,0.0,0.2,18.8,0.0,0.2,16.7,0.1,0.4,17.9,0.4,1.2,29.4
40,Bones Hyland,LAC,22,1.2,2.1,57.3,0.4,1.6,27.8,0.3,0.9,38.8,0.3,0.6,53.1,0.1,0.2,25.0,0.4,0.8,45.5,1.7,4.8,35.8
41,Bradley Beal,WAS,29,3.5,4.9,71.6,1.8,4.1,43.7,2.0,4.2,47.6,0.3,0.7,38.2,0.1,0.4,38.9,0.4,1.0,38.5,1.2,3.3,35.8
42,Brandon Boston Jr.,LAC,21,1.0,1.6,62.9,0.4,1.7,24.2,0.5,1.3,36.0,0.1,0.1,100,0.0,0.5,0.0,0.1,0.4,16.7,0.5,1.0,47.8
43,Brandon Clarke,MEM,26,2.7,3.4,78.2,1.2,2.3,51.9,0.2,0.4,47.6,0.0,0.0,0.0,0.0,0.1,25.0,0.0,0.1,16.7,0.0,0.0,0.0
44,Brandon Ingram,NOP,25,2.3,3.4,66.2,2.4,4.8,49.1,2.9,6.6,43.8,0.1,0.2,40.0,0.1,0.1,60.0,0.2,0.3,46.7,1.3,3.3,38.3
45,Braxton Key,DET,26,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Brook Lopez,MIL,35,2.7,3.6,74.8,1.2,2.2,53.5,0.5,1.1,47.7,0.1,0.3,40.7,0.3,0.6,42.6,0.4,0.9,41.9,1.3,3.7,36.3
47,Bruce Brown,DEN,26,2.4,3.3,71.7,0.8,2.1,37.1,0.2,0.7,26.9,0.1,0.5,13.2,0.4,0.8,51.6,0.5,1.3,37.3,0.7,1.9,35.1
48,Bruno Fernando,ATL,24,1.2,1.8,64.3,0.3,0.9,36.1,0.0,0.1,50.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0
49,Bryce McGowens,CHA,20,0.9,1.7,53.3,0.3,0.8,35.3,0.0,0.3,15.4,0.1,0.2,50.0,0.1,0.5,27.8,0.2,0.7,35.7,0.4,1.2,31.4
50,Bryn Forbes,MIN,29,0.1,0.2,50.0,0.2,0.7,35.3,0.3,0.6,50.0,0.2,0.4,37.5,0.1,0.3,40.0,0.2,0.6,38.5,0.4,1.3,28.1
51,Buddy Boeheim,DET,23,0.0,0.0,0.0,0.1,0.1,100,0.0,0.1,0.0,0.1,0.7,20.0,0.3,1.0,33.3,0.4,1.6,27.3,0.1,1.4,7.1
52,Buddy Hield,IND,30,1.5,2.4,63.2,0.3,0.9,35.1,0.5,1.2,43.3,0.5,1.0,45.6,0.3,0.6,51.1,0.7,1.6,47.6,2.9,6.9,41.2
53,CJ McCollum,NOP,31,1.7,2.8,58.7,1.8,3.9,46.6,1.6,4.0,39.0,0.2,0.5,43.6,0.1,0.4,18.5,0.3,0.9,33.3,2.5,6.3,39.6
54,Cade Cunningham,DET,21,2.3,4.3,54.9,1.8,4.7,37.5,2.3,4.7,48.2,0.0,0.1,0.0,0.1,0.3,33.3,0.1,0.3,25.0,1.3,4.7,28.6
55,Caleb Houstan,ORL,20,0.3,0.7,48.5,0.0,0.1,33.3,0.1,0.2,30.0,0.2,0.4,42.1,0.3,0.7,46.7,0.4,1.0,44.9,0.5,1.7,27.6
56,Caleb Martin,MIA,27,1.5,2.3,66.3,0.3,0.9,32.3,0.5,1.1,48.1,0.2,0.6,28.6,0.3,0.9,32.8,0.5,1.5,31.1,0.7,1.8,39.5
57,Cam Reddish,POR,23,1.7,2.7,62.3,0.6,1.2,48.9,0.1,0.4,31.3,0.4,0.8,43.8,0.1,0.5,26.3,0.5,1.3,37.3,0.7,2.3,28.9
58,Cam Thomas,BKN,21,0.8,1.3,64.9,1.0,2.3,43.0,0.8,2.2,38.8,0.1,0.1,50.0,0.1,0.2,50.0,0.1,0.3,50.0,0.8,2.2,37.0
59,Cameron Johnson,BKN,27,1.8,2.6,67.9,0.4,1.0,38.1,0.7,1.6,44.1,0.5,1.1,40.9,0.5,1.2,44.9,1.0,2.2,43.0,1.5,3.9,38.9
60,Cameron Payne,PHX,28,0.9,1.5,56.9,1.1,2.8,40.2,0.5,1.4,40.0,0.1,0.2,33.3,0.1,0.2,33.3,0.1,0.4,33.3,1.3,3.4,38.0
61,Caris LeVert,CLE,28,1.6,2.7,60.2,0.8,2.1,36.5,0.2,0.8,24.1,0.3,0.6,45.5,0.2,0.5,36.1,0.4,1.1,41.3,1.3,3.3,38.7
62,Carlik Jones,CHI,25,0.2,0.5,33.3,0.3,0.8,33.3,0.1,0.4,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.9,50.0
63,Cedi Osman,CLE,28,1.4,2.0,67.7,0.2,0.6,31.3,0.0,0.2,18.8,0.3,0.7,44.7,0.2,0.5,44.1,0.5,1.1,44.4,1.0,3.0,34.9
64,Chance Comanche,POR,26,1.0,2.0,50.0,0.0,0.0,0.0,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,Charles Bassey,SAS,22,1.8,2.5,72.6,0.4,0.9,45.2,0.3,0.4,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.2,50.0
66,Chima Moneke,SAC,27,0.5,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,Chimezie Metu,SAC,26,1.5,1.9,76.2,0.3,0.7,44.2,0.1,0.2,41.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,25.7
68,Chris Boucher,TOR,30,2.1,3.3,63.6,0.4,0.8,44.4,0.2,0.4,48.4,0.2,0.5,35.0,0.3,0.7,35.2,0.4,1.2,35.1,0.4,1.2,30.8
69,Chris Duarte,IND,25,0.9,1.7,51.3,0.2,0.5,33.3,0.4,1.2,35.1,0.3,0.8,38.2,0.2,0.6,29.6,0.5,1.3,34.4,0.7,2.4,30.6
70,Chris Paul,PHX,37,0.2,0.4,46.2,1.4,2.8,49.1,1.8,3.7,47.7,0.1,0.3,37.5,0.0,0.1,50.0,0.1,0.3,40.0,1.5,4.1,37.5
71,Chris Silva,DAL,26,0.0,0.0,0.0,1.0,1.0,100,0.0,0.0,0.0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Christian Braun,DEN,21,1.2,1.8,68.2,0.2,0.6,34.8,0.0,0.2,20.0,0.2,0.4,46.2,0.1,0.2,28.6,0.2,0.6,40.0,0.2,0.8,32.1
73,Christian Koloko,TOR,22,1.1,1.8,57.0,0.1,0.4,21.7,0.1,0.1,62.5,0.0,0.1,0.0,0.0,0.1,33.3,0.0,0.1,16.7,0.0,0.1,0.0
74,Christian Wood,DAL,27,2.8,4.1,67.3,1.2,2.1,56.3,0.4,1.1,36.1,0.1,0.2,31.3,0.1,0.5,31.3,0.2,0.7,31.3,1.3,3.4,39.0
75,Chuma Okeke,ORL,24,0.5,0.8,66.7,0.1,0.3,25.0,0.0,0.3,12.5,0.2,0.4,40.0,0.2,0.3,57.1,0.3,0.7,47.1,0.7,2.5,26.5
76,Clint Capela,ATL,28,4.8,6.9,69.9,0.6,1.3,42.4,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,Coby White,CHI,23,1.1,1.8,64.4,0.4,0.9,42.2,0.3,0.8,43.9,0.2,0.5,29.7,0.1,0.2,58.8,0.3,0.7,38.9,1.4,3.9,36.7
78,Cody Martin,CHA,27,1.3,2.3,57.1,0.1,0.3,50.0,0.3,0.9,33.3,0.1,0.4,33.3,0.3,0.5,66.7,0.4,0.9,50.0,0.0,1.1,0.0
79,Cody Zeller,MIA,30,1.9,2.5,73.7,0.6,1.1,56.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0
80,Cole Anthony,ORL,22,1.1,1.9,58.8,1.4,2.8,49.1,0.9,2.1,43.2,0.1,0.2,42.9,0.0,0.1,20.0,0.1,0.3,36.8,1.1,3.1,36.4
81,Cole Swider,LAL,23,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.5,0.5,100,0.0,0.0,0.0,0.3,0.3,100,0.1,0.9,16.7
82,Collin Sexton,UTA,24,2.1,3.5,58.9,1.5,2.9,49.6,0.4,0.8,54.1,0.1,0.3,40.0,0.1,0.2,54.5,0.3,0.6,46.2,0.8,2.0,37.5
83,Corey Kispert,WAS,24,1.3,1.8,73.8,0.4,0.8,47.4,0.1,0.2,37.5,0.4,0.7,50.0,0.3,0.5,47.4,0.6,1.2,48.9,1.6,3.9,40.4
84,Cory Joseph,DET,31,0.5,0.8,59.6,0.5,1.2,40.3,0.3,0.8,41.7,0.1,0.2,53.8,0.1,0.4,30.0,0.2,0.6,39.4,0.9,2.4,39.0
85,D'Angelo Russell,LAL,27,1.6,2.3,70.2,0.8,1.9,41.9,1.2,2.3,50.3,0.2,0.5,43.8,0.1,0.3,36.4,0.3,0.8,40.7,2.4,6.1,39.4
86,Daishen Nix,HOU,21,0.5,1.0,50.9,0.2,0.6,32.4,0.0,0.1,16.7,0.0,0.1,28.6,0.1,0.3,21.4,0.1,0.4,23.8,0.6,2.0,30.2
87,Dalano Banton,TOR,23,1.0,1.3,78.0,0.2,0.7,26.1,0.1,0.5,13.3,0.0,0.3,16.7,0.1,0.3,33.3,0.1,0.4,25.0,0.4,1.2,31.6
88,Dalen Terry,CHI,20,0.6,1.0,60.6,0.1,0.2,42.9,0.1,0.2,40.0,0.1,0.2,25.0,0.1,0.4,25.0,0.1,0.4,25.0,0.1,0.4,26.7
89,Damian Jones,UTA,27,1.2,1.8,68.9,0.1,0.2,28.6,0.0,0.0,100,0.1,0.2,60.0,0.2,0.3,75.0,0.3,0.4,69.2,0.0,0.1,33.3
90,Damian Lillard,POR,32,3.5,5.6,63.3,0.9,1.9,46.8,1.0,1.9,50.5,0.1,0.4,27.3,0.2,0.3,52.6,0.3,0.7,39.0,3.9,10.6,37.1
91,Damion Lee,PHX,30,0.5,0.9,55.9,0.4,1.1,35.0,0.3,0.8,42.1,0.5,0.7,60.4,0.3,0.7,40.8,0.7,1.4,51.0,0.8,1.9,40.3
92,Daniel Gafford,WAS,24,2.9,3.5,81.8,0.7,1.3,54.8,0.1,0.2,43.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Daniel Theis,IND,31,1.9,3.0,61.9,0.9,1.1,75.0,0.0,0.6,0.0,0.0,0.0,0.0,0.2,0.3,50.0,0.2,0.3,50.0,0.1,1.1,12.5
94,Danny Green,CLE,35,0.1,0.2,50.0,0.3,0.6,42.9,0.2,0.3,66.7,0.2,0.3,66.7,0.3,1.0,33.3,0.5,1.2,41.7,1.0,2.3,44.0
95,Danuel House Jr.,PHI,29,0.8,1.1,72.1,0.1,0.3,40.0,0.1,0.2,50.0,0.2,0.5,33.3,0.2,0.7,35.5,0.4,1.1,34.5,0.3,1.0,33.3
96,Dario Saric,OKC,29,1.0,1.4,71.1,0.5,1.1,41.3,0.0,0.4,8.7,0.1,0.3,53.8,0.1,0.4,37.5,0.3,0.6,44.8,0.6,1.5,37.2
97,Darius Bazley,PHX,22,1.2,2.2,55.3,0.2,0.6,30.8,0.1,0.2,30.0,0.1,0.3,30.0,0.2,0.2,66.7,0.2,0.5,47.4,0.3,0.8,32.4
98,Darius Days,HOU,23,0.7,0.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.3,50.0,0.0,0.7,0.0,0.5,1.5,33.3,0.3,1.0,25.0
99,Darius Garland,CLE,23,1.9,3.3,57.3,2.0,4.1,49.0,1.2,3.0,40.7,0.1,0.2,30.8,0.2,0.4,48.1,0.2,0.6,42.5,2.2,5.4,40.9
100,David Duke Jr.,BKN,23,1.3,2.3,58.0,0.1,0.5,27.3,0.1,0.2,60.0,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.1,0.3,16.7
101,David Roddy,MEM,22,1.3,1.9,66.7,0.3,0.9,33.3,0.1,0.2,38.5,0.3,0.8,37.3,0.2,0.7,27.9,0.5,1.4,33.0,0.5,1.7,29.1
102,Davion Mitchell,SAC,24,0.9,1.3,66.3,0.3,0.6,52.3,0.3,0.7,48.1,0.1,0.2,29.4,0.1,0.3,31.8,0.2,0.5,30.8,0.6,2.0,32.7
103,Davis Bertans,DAL,30,0.2,0.3,66.7,0.0,0.0,100,0.0,0.0,100,0.4,0.6,65.0,0.1,0.4,28.6,0.4,0.9,50.0,0.8,2.4,35.8
104,Davon Reed,LAL,27,0.1,0.2,44.4,0.1,0.4,13.3,0.1,0.4,35.7,0.1,0.3,20.0,0.1,0.2,75.0,0.2,0.4,35.7,0.3,0.7,37.5
105,Day'Ron Sharpe,BKN,21,1.7,2.7,60.9,0.2,0.7,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,60.0
