,PLAYER,TEAM,AGE,GP,G,FREQ,FGM,FGA,FG%,EFG%,2FG FREQ,2FGM,2FGA,2FG%,3FG FREQ,3PM,3PA,3P%
0,LeBron James,LAL,38,47,47,100,11.3,22.5,50.2,55.0,69.3,9.2,15.6,58.8,30.7,2.1,6.9,30.8
1,Luka Doncic,DAL,24,59,59,100,11.1,22.1,49.9,56.1,63.9,8.3,14.2,58.7,36.1,2.8,8.0,34.4
2,Jayson Tatum,BOS,25,69,69,100,9.8,21.4,46.0,53.6,56.0,6.6,12.0,55.1,44.0,3.2,9.4,34.4
3,Damian Lillard,POR,32,58,58,100,9.6,20.7,46.3,56.4,45.3,5.4,9.4,57.4,54.7,4.2,11.3,37.1
4,Devin Booker,PHX,26,47,47,100,10.3,20.5,50.2,55.5,71.2,8.1,14.6,55.5,28.8,2.2,5.9,36.8
5,Jaylen Brown,BOS,26,62,62,100,10.0,20.4,49.1,55.3,64.2,7.5,13.1,57.2,35.8,2.5,7.3,34.6
6,Shai Gilgeous-Alexander,OKC,24,63,63,100,10.4,20.4,51.0,53.2,87.9,9.5,17.9,53.2,12.1,0.9,2.5,35.1
7,Giannis Antetokounmpo,MIL,28,59,59,100,11.2,20.4,55.0,56.9,86.3,10.4,17.6,59.2,13.7,0.8,2.8,28.6
8,Donovan Mitchell,CLE,26,63,63,100,9.7,20.4,47.7,56.3,54.2,6.2,11.0,55.9,45.8,3.5,9.3,37.8
9,Ja Morant,MEM,23,55,55,100,9.5,20.4,46.6,50.4,75.6,7.9,15.4,51.4,24.4,1.6,5.0,31.5
10,Joel Embiid,PHI,29,61,61,100,11.0,20.3,54.5,57.0,85.0,10.0,17.2,58.1,15.0,1.0,3.0,34.0
11,Kyrie Irving,DAL,31,54,54,100,9.9,20.2,49.0,57.0,57.8,6.7,11.7,57.3,42.2,3.2,8.5,37.7
12,Stephen Curry,GSW,35,48,48,100,10.1,20.2,49.9,62.1,43.4,5.2,8.8,59.0,56.6,4.9,11.4,43.0
13,LaMelo Ball,CHA,21,36,36,100,8.2,20.0,41.1,51.0,46.9,4.2,9.4,44.9,53.1,4.0,10.6,37.6
14,Anthony Edwards,MIN,21,71,71,100,9.0,19.4,46.1,53.0,62.3,6.2,12.1,51.5,37.7,2.7,7.3,37.1
15,Trae Young,ATL,24,67,67,100,8.4,19.4,43.4,49.0,66.8,6.2,13.0,48.0,33.2,2.2,6.5,34.0
16,Julius Randle,NYK,28,75,75,100,8.6,18.8,46.0,53.6,55.5,5.8,10.4,55.3,44.5,2.9,8.3,34.4
17,Terry Rozier,CHA,29,63,63,100,7.8,18.7,41.6,48.6,57.7,5.2,10.8,48.3,42.3,2.6,7.9,32.7
18,Cade Cunningham,DET,21,12,12,100,7.8,18.7,41.5,45.3,72.8,6.3,13.6,46.6,27.2,1.4,5.1,28.0
19,Pascal Siakam,TOR,28,64,64,100,8.8,18.6,47.6,51.3,77.9,7.5,14.5,51.6,22.1,1.4,4.1,33.6
20,Kevin Durant,PHX,34,42,42,100,10.4,18.4,56.5,61.5,74.1,8.6,13.6,62.9,25.9,1.8,4.8,38.4
21,De'Aaron Fox,SAC,25,66,66,100,9.4,18.2,51.6,56.2,72.8,7.7,13.3,58.3,27.2,1.7,5.0,33.8
22,Klay Thompson,GSW,33,62,62,100,7.9,18.2,43.4,55.1,41.9,3.6,7.6,47.3,58.1,4.3,10.6,40.5
23,Brandon Ingram,NOP,25,37,37,100,8.7,18.2,47.8,52.2,78.0,7.1,14.2,50.0,22.0,1.6,4.0,39.8
24,Zach LaVine,CHI,28,68,68,100,8.7,18.1,48.1,55.8,59.8,5.9,10.8,54.5,40.2,2.8,7.3,38.6
25,Dejounte Murray,ATL,26,67,66,100,8.3,18.0,45.9,51.1,70.2,6.4,12.7,50.5,29.8,1.9,5.4,35.0
26,CJ McCollum,NOP,31,67,67,100,7.8,18.0,43.6,51.5,59.4,5.0,10.7,47.1,40.6,2.8,7.3,38.6
27,Paul George,LAC,32,56,56,100,8.2,17.9,45.7,53.6,57.6,5.4,10.3,52.1,42.4,2.8,7.6,37.1
28,Jalen Green,HOU,21,68,68,100,7.4,17.9,41.4,48.3,58.8,4.9,10.5,46.8,41.2,2.5,7.4,33.7
29,Kyle Kuzma,WAS,27,64,64,100,8.0,17.8,44.8,51.8,57.9,5.5,10.3,53.2,42.1,2.5,7.5,33.2
30,DeMar DeRozan,CHI,33,65,65,100,9.1,17.8,50.9,52.6,89.9,8.4,16.0,52.9,10.1,0.6,1.8,33.3
31,Keldon Johnson,SAS,23,60,60,100,8.0,17.7,45.3,51.4,63.2,5.9,11.2,52.5,36.8,2.1,6.5,33.1
32,Bradley Beal,WAS,29,50,50,100,8.9,17.5,50.6,55.2,75.0,7.3,13.2,55.3,25.0,1.6,4.4,36.5
33,Jalen Brunson,NYK,26,65,65,100,8.5,17.4,48.9,54.4,73.1,6.6,12.7,51.6,26.9,1.9,4.7,41.0
34,Anthony Davis,LAL,30,48,47,100,9.7,17.3,56.3,57.4,91.8,9.3,15.8,58.9,8.2,0.4,1.4,26.8
35,Lauri Markkanen,UTA,25,64,64,100,8.7,17.2,50.5,59.5,55.3,5.6,9.5,59.1,44.7,3.1,7.7,40.0
36,Kelly Oubre Jr.,CHA,27,48,48,100,7.3,17.0,43.3,49.9,58.8,5.1,10.0,51.0,41.2,2.3,7.0,32.1
37,Jordan Clarkson,UTA,30,61,61,100,7.5,16.9,44.5,52.0,55.5,5.0,9.4,53.0,44.5,2.5,7.5,33.8
38,Anfernee Simons,POR,23,62,62,100,7.5,16.9,44.7,54.8,46.2,4.1,7.8,52.8,53.8,3.4,9.1,37.7
39,Tyler Herro,MIA,23,61,61,100,7.3,16.7,43.8,52.9,51.7,4.3,8.6,49.5,48.3,3.0,8.1,37.7
40,Kawhi Leonard,LAC,31,46,46,100,8.5,16.6,51.2,56.9,71.9,6.6,12.0,55.2,28.1,1.9,4.7,40.9
41,Fred VanVleet,TOR,29,62,62,100,6.5,16.3,39.7,49.1,45.8,3.4,7.5,45.5,54.2,3.1,8.8,34.7
42,Jamal Murray,DEN,26,60,60,100,7.3,16.3,45.2,53.3,59.3,4.7,9.7,48.9,40.7,2.6,6.6,39.7
43,Darius Garland,CLE,23,64,64,100,7.6,16.2,46.7,54.5,62.3,5.0,10.1,49.9,37.7,2.5,6.1,41.4
44,Zion Williamson,NOP,22,29,29,100,9.8,16.1,61.0,61.8,95.9,9.6,15.4,62.1,4.1,0.2,0.7,36.4
45,RJ Barrett,NYK,22,68,68,100,7.0,16.1,43.5,48.8,66.9,5.3,10.8,49.4,33.1,1.7,5.3,31.8
46,Desmond Bane,MEM,24,51,51,100,7.6,16.0,47.3,56.1,56.5,4.8,9.0,52.5,43.5,2.8,7.0,40.5
47,Devin Vassell,SAS,22,37,37,100,7.0,15.8,44.1,52.8,55.2,4.2,8.7,48.2,44.8,2.8,7.0,39.1
48,Jordan Poole,GSW,23,74,74,100,6.7,15.7,42.6,50.9,50.3,4.1,7.9,52.0,49.7,2.6,7.8,33.2
49,Paolo Banchero,ORL,20,67,67,100,6.7,15.7,42.6,46.2,74.6,5.5,11.7,47.4,25.4,1.1,4.0,28.5
50,Kristaps Porzingis,WAS,27,63,63,100,7.7,15.6,49.4,56.0,64.9,5.6,10.1,55.6,35.1,2.1,5.5,37.7
51,Tyrese Maxey,PHI,22,55,55,100,7.4,15.4,47.8,56.3,59.9,4.7,9.2,51.2,40.1,2.6,6.2,42.7
52,Bam Adebayo,MIA,25,70,70,100,8.2,15.2,54.2,54.3,98.9,8.2,15.0,54.7,1.1,0.0,0.2,5.9
53,Jrue Holiday,MIL,32,62,62,100,7.1,15.1,47.1,54.9,59.1,4.8,8.9,53.5,40.9,2.3,6.2,37.9
54,Nikola Jokic,DEN,28,66,66,100,9.5,15.1,63.3,66.2,85.3,8.7,12.8,67.6,14.7,0.9,2.2,38.9
55,Tyrese Haliburton,IND,23,56,56,100,7.4,15.0,49.0,58.6,52.2,4.5,7.8,57.1,47.8,2.9,7.2,40.1
56,Bojan Bogdanovic,DET,33,58,58,100,7.2,14.8,48.9,57.2,60.2,4.8,8.9,53.8,39.8,2.5,5.9,41.5
57,Kevin Porter Jr.,HOU,22,52,52,100,6.5,14.8,43.6,51.0,57.7,4.3,8.5,50.0,42.3,2.2,6.3,34.9
58,Mikal Bridges,BKN,26,75,75,100,7.0,14.7,47.1,53.9,65.3,5.0,9.6,51.5,34.7,2.0,5.1,38.9
59,James Harden,PHI,33,53,53,100,6.5,14.7,44.0,53.6,49.9,3.6,7.3,49.7,50.1,2.8,7.3,38.3
60,Karl-Anthony Towns,MIN,27,22,22,100,7.3,14.6,50.2,56.4,62.6,5.5,9.1,60.2,37.4,1.8,5.5,33.4
61,Josh Giddey,OKC,20,69,69,100,7.0,14.5,48.5,51.7,79.6,6.1,11.6,52.6,20.4,1.0,3.0,32.4
62,Jerami Grant,POR,29,63,63,100,6.9,14.5,47.5,55.4,60.7,4.6,8.8,52.3,39.3,2.3,5.7,40.2
63,Gary Trent Jr.,TOR,24,63,63,100,6.3,14.4,43.4,52.4,51.8,3.7,7.5,49.3,48.2,2.6,6.9,37.0
64,Andrew Wiggins,GSW,28,36,36,100,6.8,14.2,47.5,56.0,57.6,4.3,8.2,52.9,42.4,2.4,6.0,40.1
65,Nikola Vucevic,CHI,32,72,72,100,7.3,14.1,51.5,57.1,68.6,5.7,9.7,58.9,31.4,1.6,4.4,35.5
66,Franz Wagner,ORL,21,73,73,100,6.9,14.1,48.9,54.8,67.4,5.2,9.5,55.1,32.6,1.7,4.6,36.2
67,Jimmy Butler,MIA,33,60,60,100,7.4,14.0,53.0,55.0,88.4,6.8,12.3,55.3,11.6,0.6,1.6,35.2
68,Deandre Ayton,PHX,24,61,61,100,8.0,13.6,58.9,59.3,97.1,7.9,13.2,59.8,2.9,0.1,0.4,28.2
69,Dillon Brooks,MEM,27,66,66,100,5.3,13.6,39.3,46.3,56.8,3.4,7.7,44.3,43.2,1.9,5.8,32.6
70,D'Angelo Russell,LAL,27,65,65,100,6.3,13.5,46.6,56.8,48.4,3.6,6.5,54.6,51.6,2.7,7.0,39.3
71,Russell Westbrook,LAC,34,66,66,100,5.7,13.4,42.5,46.7,70.9,4.6,9.5,48.1,29.1,1.1,3.9,29.2
72,Spencer Dinwiddie,BKN,29,72,72,100,5.9,13.3,44.5,53.5,52.9,3.6,7.1,50.4,47.1,2.4,6.3,38.0
73,Scottie Barnes,TOR,21,69,69,100,6.0,13.3,45.3,48.6,77.6,5.1,10.3,49.8,22.4,0.9,3.0,29.6
74,Buddy Hield,IND,30,75,75,100,6.0,13.2,45.4,59.1,35.1,2.4,4.6,51.5,64.9,3.6,8.6,42.1
75,P.J. Washington,CHA,24,70,70,100,5.8,13.2,43.7,51.1,56.2,3.8,7.4,51.4,43.8,2.0,5.8,34.0
76,O.G. Anunoby,TOR,25,60,60,100,6.2,13.1,47.2,55.0,59.7,4.1,7.8,52.9,40.3,2.0,5.3,38.5
77,Michael Porter Jr.,DEN,24,57,57,100,6.4,12.9,49.3,60.9,44.6,3.4,5.8,58.1,55.4,3.0,7.2,42.2
78,Jaren Jackson Jr.,MEM,23,56,56,100,6.4,12.8,50.0,55.9,64.8,4.9,8.3,59.0,35.2,1.5,4.5,33.3
79,Jaden Ivey,DET,21,65,65,100,5.2,12.6,41.1,46.9,64.9,3.7,8.2,45.2,35.1,1.5,4.4,33.5
80,De'Andre Hunter,ATL,25,63,63,100,5.7,12.2,46.4,52.7,65.1,4.1,8.0,51.9,34.9,1.5,4.3,36.1
81,Khris Middleton,MIL,31,29,29,100,5.3,12.2,43.3,49.9,59.8,3.7,7.3,50.7,40.2,1.6,4.9,32.4
82,Evan Mobley,CLE,21,73,73,100,6.7,12.1,55.2,56.4,88.9,6.4,10.7,59.4,11.1,0.3,1.3,21.6
83,Bennedict Mathurin,IND,20,71,71,100,5.2,12.0,43.1,48.5,66.5,3.9,8.0,48.6,33.5,1.3,4.0,32.4
84,Domantas Sabonis,SAC,26,72,72,100,7.3,11.9,60.7,62.3,90.8,6.9,10.8,63.2,9.2,0.4,1.1,35.5
85,Malik Beasley,LAL,26,73,73,100,4.7,11.9,39.2,51.6,30.3,1.7,3.6,47.8,69.7,3.0,8.3,35.5
86,Tim Hardaway Jr.,DAL,31,65,65,100,4.7,11.9,39.1,51.4,34.8,1.7,4.2,41.9,65.2,2.9,7.8,37.6
87,Christian Wood,DAL,27,61,61,100,6.1,11.9,51.5,58.1,63.9,4.6,7.6,59.9,36.1,1.6,4.3,36.5
88,Myles Turner,IND,27,62,62,100,6.5,11.8,54.8,61.2,66.0,5.0,7.8,63.8,34.0,1.5,4.0,37.3
89,Luguentz Dort,OKC,23,67,67,100,4.6,11.8,39.4,47.6,52.6,2.7,6.2,43.9,47.4,1.9,5.6,34.6
90,Norman Powell,LAC,29,54,54,100,5.5,11.7,47.5,56.1,57.8,3.5,6.7,52.2,42.2,2.0,4.9,41.0
91,Tobias Harris,PHI,30,69,69,100,5.8,11.7,50.1,57.7,61.7,4.1,7.2,56.6,38.3,1.8,4.5,39.7
92,Gordon Hayward,CHA,33,49,49,100,5.5,11.6,47.3,51.8,72.0,4.4,8.3,53.2,28.0,1.0,3.2,32.1
93,Kevin Huerter,SAC,24,68,68,100,5.6,11.5,48.8,60.8,41.1,2.9,4.8,60.4,58.9,2.8,6.8,40.6
94,Bogdan Bogdanovic,ATL,30,48,48,100,5.1,11.5,44.0,55.6,42.4,2.4,4.9,49.2,57.6,2.7,6.6,40.3
95,Brook Lopez,MIL,34,72,72,100,6.0,11.5,52.1,60.1,57.7,4.2,6.6,62.8,42.3,1.8,4.8,37.5
96,Markelle Fultz,ORL,24,53,53,100,5.8,11.4,50.7,52.5,87.7,5.4,10.0,53.6,12.3,0.4,1.4,30.0
97,Bobby Portis,MIL,28,63,63,100,5.6,11.3,49.6,54.8,69.3,4.4,7.8,56.5,30.7,1.2,3.5,33.8
98,Chris Paul,PHX,37,53,53,100,4.9,11.2,43.4,50.3,62.1,3.3,7.0,47.7,37.9,1.6,4.3,36.5
99,Cameron Johnson,BKN,27,35,35,100,5.1,11.2,45.4,56.8,43.4,2.5,4.9,52.3,56.6,2.5,6.3,40.1
100,Jabari Smith Jr.,HOU,19,71,71,100,4.5,11.1,40.6,47.8,53.8,2.9,6.0,48.7,46.2,1.6,5.1,31.3
101,Wendell Carter Jr.,ORL,23,51,51,100,5.8,11.0,52.6,58.7,64.7,4.4,7.1,62.2,35.3,1.4,3.9,34.8
102,Tre Jones,SAS,23,59,58,100,4.8,11.0,44.0,46.8,78.4,4.2,8.6,49.4,21.6,0.6,2.4,24.9
103,Aaron Gordon,DEN,27,62,62,100,6.3,10.9,57.8,62.0,76.4,5.4,8.3,64.6,23.6,0.9,2.6,35.7
104,Immanuel Quickley,NYK,23,74,74,100,4.8,10.9,43.9,52.5,50.8,2.9,5.5,52.1,49.2,1.9,5.3,35.3
105,Saddiq Bey,ATL,23,68,68,100,4.5,10.8,41.7,51.1,49.5,2.5,5.3,46.4,50.5,2.0,5.4,37.0
106,Malcolm Brogdon,BOS,30,61,61,100,5.1,10.6,48.2,57.6,58.6,3.1,6.2,50.4,41.4,2.0,4.4,45.1
107,Alperen Sengun,HOU,20,67,67,100,5.8,10.5,55.5,56.5,92.9,5.6,9.8,57.4,7.1,0.2,0.8,29.3
108,Jonas Valanciunas,NOP,30,71,70,100,5.7,10.4,55.1,57.5,86.1,5.2,9.0,58.4,13.9,0.5,1.4,35.2
109,Killian Hayes,DET,21,67,67,100,3.9,10.4,37.6,42.7,64.7,2.8,6.7,42.4,35.3,1.1,3.7,29.0
110,Jalen Williams,OKC,21,68,68,100,5.3,10.3,51.6,56.3,73.2,4.3,7.5,57.8,26.8,1.0,2.8,34.9
111,Malik Monk,SAC,25,71,71,100,4.6,10.3,44.7,53.6,50.0,2.8,5.1,53.7,50.0,1.8,5.1,35.6
112,Max Strus,MIA,26,73,73,100,4.2,10.2,40.9,53.1,29.3,1.7,3.0,56.9,70.7,2.5,7.2,34.3
113,Bones Hyland,LAC,22,49,49,100,4.0,10.1,39.7,50.1,44.8,1.9,4.5,42.4,55.2,2.1,5.6,37.6
114,Caris LeVert,CLE,28,69,69,100,4.3,10.1,42.4,50.5,57.2,2.6,5.8,45.8,42.8,1.6,4.3,38.0
115,Dennis Schroder,LAL,29,60,60,100,4.2,10.1,42.0,47.8,65.5,3.0,6.6,46.0,34.5,1.2,3.5,34.0
116,Cole Anthony,ORL,22,54,54,100,4.5,10.0,44.5,50.6,65.7,3.2,6.6,48.9,34.3,1.2,3.4,36.0
117,John Collins,ATL,25,64,64,100,5.1,10.0,51.4,55.9,67.1,4.2,6.7,63.2,32.9,0.9,3.3,27.1
118,John Wall,LAC,32,34,34,100,4.1,9.9,40.8,45.7,67.8,3.1,6.7,45.8,32.2,1.0,3.2,30.2
119,Marcus Morris Sr.,LAC,33,65,65,100,4.2,9.9,42.6,51.3,52.1,2.5,5.2,48.3,47.9,1.7,4.7,36.3
120,Jeremy Sochan,SAS,19,55,55,100,4.5,9.9,45.7,48.7,75.5,3.9,7.5,52.5,24.5,0.6,2.4,24.8
121,Lonnie Walker IV,LAL,24,52,52,100,4.4,9.9,44.8,53.5,52.4,2.7,5.2,52.4,47.6,1.7,4.7,36.5
122,Trey Murphy III,NOP,22,71,71,100,4.7,9.8,48.2,61.0,37.7,2.2,3.7,60.3,62.3,2.5,6.1,41.1
123,Cameron Payne,PHX,28,42,42,100,4.1,9.8,41.7,49.5,58.0,2.5,5.7,45.0,42.0,1.5,4.1,37.1
124,Jusuf Nurkic,POR,28,52,52,100,5.0,9.7,51.9,56.1,76.4,4.2,7.4,56.7,23.6,0.8,2.3,36.2
125,Harrison Barnes,SAC,30,74,74,100,4.6,9.7,47.2,55.8,54.6,2.9,5.3,55.1,45.4,1.7,4.4,37.6
126,Marcus Smart,BOS,29,56,56,100,4.0,9.7,41.4,50.7,44.2,2.2,4.3,51.5,55.8,1.8,5.4,33.3
127,Collin Sexton,UTA,24,47,47,100,4.9,9.7,50.5,55.8,74.3,3.9,7.2,53.8,25.7,1.0,2.5,41.0
128,Keegan Murray,SAC,22,72,72,100,4.3,9.7,44.9,58.1,35.4,1.8,3.4,52.0,64.6,2.6,6.2,41.0
129,Jaylen Nowell,MIN,23,64,64,100,4.3,9.6,44.7,50.1,62.8,3.3,6.0,54.0,37.2,1.0,3.6,28.9
130,Eric Gordon,LAC,34,63,63,100,4.3,9.6,44.6,54.3,47.3,2.4,4.5,53.3,52.7,1.9,5.0,36.8
131,Reggie Jackson,DEN,32,62,62,100,3.8,9.4,40.5,48.1,55.8,2.4,5.2,45.6,44.2,1.4,4.2,34.2
132,Rui Hachimura,LAL,25,56,56,100,4.5,9.3,48.3,53.0,72.4,3.6,6.8,53.8,27.6,0.9,2.6,34.2
133,Kris Dunn,UTA,29,14,14,100,4.5,9.3,48.5,52.7,78.5,3.7,7.3,50.9,21.5,0.8,2.0,39.5
134,Jarrett Allen,CLE,24,64,63,100,6.0,9.3,64.4,64.4,98.5,5.9,9.1,65.2,1.5,0.0,0.1,14.3
135,Victor Oladipo,MIA,30,38,38,100,3.6,9.2,39.1,47.1,49.1,2.1,4.5,47.0,50.9,1.5,4.7,31.4
136,Derrick White,BOS,28,74,74,100,4.2,9.2,46.1,55.9,48.7,2.4,4.5,54.4,51.3,1.8,4.7,38.3
137,Kyle Lowry,MIA,37,50,50,100,3.7,9.2,40.7,51.9,36.6,1.7,3.4,50.6,63.4,2.0,5.8,35.1
138,Jaden McDaniels,MIN,22,71,71,100,4.7,9.1,51.8,59.2,62.4,3.4,5.7,59.3,37.6,1.4,3.4,39.2
139,Josh Richardson,NOP,29,56,56,100,3.9,9.1,43.2,52.8,47.9,2.2,4.4,50.5,52.1,1.7,4.7,36.6
140,Marvin Bagley III,DET,24,36,36,100,4.9,9.0,53.8,56.0,83.4,4.5,7.5,59.4,16.6,0.4,1.5,26.0
141,Alec Burks,DET,31,50,50,100,4.0,9.0,44.0,54.9,47.8,2.0,4.3,46.5,52.2,2.0,4.7,41.7
142,Mike Conley,MIN,35,59,59,100,3.8,9.0,41.9,52.6,42.8,1.8,3.9,47.5,57.2,1.9,5.1,37.5
143,Tyus Jones,MEM,26,73,73,100,4.0,8.9,44.4,53.1,55.0,2.4,4.9,49.2,45.0,1.6,4.0,38.7
144,Bruce Brown,DEN,26,73,73,100,4.3,8.9,48.1,54.9,63.4,3.1,5.6,54.7,36.6,1.2,3.3,36.6
145,Isaiah Stewart,DET,21,49,49,100,4.0,8.8,45.0,52.8,53.4,2.6,4.7,55.2,46.6,1.4,4.1,33.4
146,Jakob Poeltl,TOR,27,63,63,100,5.6,8.7,64.1,64.1,99.8,5.6,8.7,64.3,0.2,0.0,0.0,0.0
147,Kenyon Martin Jr.,HOU,22,74,74,100,5.0,8.7,56.8,61.6,68.9,4.1,6.0,68.5,31.1,0.8,2.7,31.1
148,Malaki Branham,SAS,19,57,57,100,3.7,8.6,43.4,49.8,57.0,2.6,4.9,53.6,43.0,1.1,3.7,30.0
149,De'Anthony Melton,PHI,24,71,71,100,3.7,8.6,43.2,55.5,37.9,1.6,3.2,48.8,62.1,2.1,5.3,39.7
150,Talen Horton-Tucker,UTA,22,60,59,100,3.5,8.4,41.2,45.8,66.0,2.7,5.5,48.3,34.0,0.8,2.9,27.4
151,Gabe Vincent,MIA,26,61,61,100,3.3,8.4,39.6,49.8,37.6,1.6,3.1,51.1,62.4,1.7,5.2,32.6
152,Kentavious Caldwell-Pope,DEN,30,71,71,100,3.9,8.3,46.9,57.6,49.9,2.1,4.2,51.1,50.1,1.8,4.2,42.8
153,Clint Capela,ATL,28,58,58,100,5.4,8.3,65.0,65.0,99.8,5.4,8.3,65.1,0.2,0.0,0.0,0.0
154,Jalen Suggs,ORL,21,45,45,100,3.5,8.3,41.6,48.5,55.5,2.3,4.6,50.0,44.5,1.2,3.7,31.3
155,Dennis Smith Jr.,CHA,25,53,53,100,3.4,8.3,41.0,43.7,75.7,3.0,6.3,47.3,24.3,0.4,2.0,21.3
156,Zach Collins,SAS,25,58,58,100,4.4,8.3,52.7,57.9,72.8,3.5,6.0,58.2,27.2,0.9,2.3,38.1
157,Duane Washington Jr.,NYK,23,31,30,100,3.0,8.3,36.7,44.5,56.6,1.7,4.7,37.2,43.4,1.3,3.6,36.0
158,Monte Morris,WAS,27,60,60,100,4.0,8.3,47.9,55.6,60.6,2.7,5.0,53.6,39.4,1.3,3.3,39.1
159,Naz Reid,MIN,23,65,64,100,4.4,8.2,53.8,60.2,62.1,3.4,5.1,66.1,37.9,1.1,3.1,33.7
160,Patrick Williams,CHI,21,72,72,100,3.8,8.2,45.9,54.2,59.8,2.4,4.9,49.0,40.2,1.4,3.3,41.3
161,Kelly Olynyk,UTA,31,62,62,100,4.0,8.1,49.4,57.9,56.6,2.6,4.6,57.4,43.4,1.4,3.5,38.9
162,Doug McDermott,SAS,31,60,60,100,3.7,8.1,45.9,58.0,43.0,1.8,3.5,50.4,57.0,1.9,4.6,42.4
163,Andrew Nembhard,IND,23,68,68,100,3.5,8.1,43.7,51.4,56.1,2.3,4.5,50.6,43.9,1.2,3.5,35.0
164,Aaron Nesmith,IND,23,66,66,100,3.4,8.0,42.6,52.0,46.6,1.9,3.7,51.3,53.4,1.5,4.3,35.0
165,Jose Alvarado,NOP,24,61,61,100,3.3,8.0,41.1,49.6,49.5,1.9,4.0,48.6,50.5,1.4,4.0,33.6
166,Rudy Gobert,MIN,30,62,61,100,5.3,8.0,66.5,66.5,99.4,5.3,8.0,66.9,0.6,0.0,0.1,0.0
167,Caleb Martin,MIA,27,64,64,100,3.7,7.9,46.4,54.5,56.3,2.4,4.5,53.7,43.7,1.3,3.5,37.1
168,Grayson Allen,MIL,27,68,68,100,3.5,7.9,44.6,57.9,34.4,1.4,2.7,52.6,65.6,2.1,5.2,40.5
169,Cam Reddish,POR,23,38,38,100,3.5,7.9,44.3,51.8,52.7,2.3,4.2,55.8,47.3,1.2,3.7,31.6
